

Training : at 	1527607812.123792
 Epoch :0, 	Average cost:3.3816894600900373

 Dev Accuracy : 34.74576271186441
 Average Dev Cost : 
 1.8688
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
captain:team			IsA	PartOf
look:view			IsA	Synonym
book:library			IsA	PartOf
news:newspaper			IsA	PartOf
pleasure:satisfaction			IsA	Synonym
gold:metal			IsA	IsA
vision:view			IsA	Synonym
ski:travel			IsA	IsA
balloon:air			IsA	HasA
ear:head			IsA	PartOf
telephone:call			IsA	Synonym
sound:vision			IsA	Antonym
plant:flower			IsA	HasA
board:wood			IsA	MadeOf
column:row			IsA	Antonym
air:land			IsA	Antonym
pay:tax			IsA	Antonym
sun:shine			IsA	HasProperty
illness:sickness			IsA	Synonym
love:emotion			IsA	IsA
man:animal			IsA	IsA
china:state			IsA	IsA
vehicle:wheel			IsA	HasA
bag:baggage			IsA	Synonym
cheese:milk			IsA	MadeOf
end:conclusion			IsA	Synonym
stage:scene			IsA	IsA
wheel:car			IsA	PartOf
column:text			IsA	IsA
pen:ink			IsA	HasA
game:match			IsA	Synonym
part:side			IsA	Synonym
face:nose			Antonym	HasA
box:pack			IsA	Synonym
bus:place			IsA	IsA
pop:sound			IsA	IsA
bone:flesh			Antonym	Antonym
hour:second			IsA	Antonym
gentleman:lady			IsA	Antonym
bar:court			IsA	PartOf
act:performance			IsA	IsA
sport:entertainment			IsA	IsA
bone:muscle			Antonym	Antonym
bird:mammal			IsA	Antonym
brick:clay			IsA	MadeOf
black:light			Antonym	Antonym
music:tv			IsA	IsA
book:sentence			IsA	HasA
report:document			IsA	IsA
subject:sentence			IsA	PartOf
human:social			IsA	HasProperty
dance:sport			IsA	IsA
high:low			IsA	Antonym
employee:worker			IsA	IsA
ocean:sea			IsA	Synonym
well:place			IsA	IsA
life:memory			IsA	MadeOf
increase:rise			IsA	Synonym
knowledge:information			IsA	Synonym
drive:park			IsA	Antonym
vacation:work			IsA	Antonym
city:state			IsA	PartOf
apartment:house			IsA	IsA
dice:game			IsA	IsA
room:full			IsA	Antonym
machine:man			IsA	Antonym
game:fun			IsA	HasProperty
face:back			IsA	Antonym
pet:animal			IsA	IsA
ghost:spirit			IsA	Synonym
brain:person			IsA	PartOf
ocean:water			IsA	HasA
key:door			IsA	PartOf
tax:bill			IsA	IsA
god:evil			IsA	Antonym
food:fun			IsA	HasProperty
size:property			IsA	IsA
crop:harvest			IsA	Synonym
squash:sport			IsA	IsA
order:instruction			IsA	Synonym
line:business			IsA	IsA
tree:trunk			IsA	HasA
root:number			IsA	IsA
ear:eye			IsA	Antonym
table:wood			IsA	MadeOf
capital:city			IsA	IsA
team:individual			IsA	Antonym
water:fluid			IsA	HasProperty
kingdom:country			IsA	IsA
example:person			IsA	IsA
rubbish:waste			IsA	IsA
word:language			IsA	PartOf
book:text			IsA	HasA
costume:dress			IsA	IsA
plate:glass			IsA	MadeOf
chocolate:sugar			IsA	MadeOf
pavement:road			IsA	Synonym
use:album			IsA	IsA
rest:death			IsA	IsA
mountain:peak			IsA	HasA
iron:metal			IsA	IsA
seed:fruit			IsA	PartOf
law:rule			IsA	IsA
house:roof			IsA	HasA
darkness:light			IsA	Antonym
mind:matter			IsA	Antonym
hockey:ice			IsA	HasProperty
animal:vegetable			IsA	Antonym
coffee:tea			IsA	Antonym
bit:part			IsA	Synonym
dance:step			IsA	Entails
dog:nose			IsA	HasA
soup:meat			Antonym	Antonym
sight:vision			IsA	Synonym
bedroom:floor			IsA	HasA
fish:bone			IsA	HasA
separation:marriage			IsA	Antonym
grass:weed			IsA	Antonym
planet:world			IsA	IsA
promotion:change			IsA	IsA
court:government			IsA	IsA
house:bathroom			IsA	HasA
person:fun			IsA	HasA
string:line			IsA	Synonym
newspaper:paper			IsA	MadeOf
order:class			IsA	MemberOf
night:time			IsA	IsA
problem:question			IsA	IsA
end:part			IsA	IsA
game:word			IsA	IsA
tree:forest			IsA	MemberOf
piece:whole			IsA	PartOf
drive:walk			IsA	Antonym
lake:water			IsA	HasA
game:sport			IsA	Synonym
race:act			IsA	IsA
problem:challenge			IsA	Synonym
toe:foot			IsA	PartOf
wine:fruit			IsA	MadeOf
sound:energy			IsA	IsA
eye:face			IsA	PartOf
beach:sand			IsA	HasA
change:action			IsA	IsA
eye:needle			IsA	PartOf
trumpet:horn			IsA	IsA
atom:nucleus			IsA	MadeOf
chapter:text			IsA	PartOf
bone:foot			IsA	PartOf
japan:island			IsA	IsA
weapon:war			IsA	PartOf
car:new			IsA	HasProperty
end:change			IsA	IsA
men:girl			IsA	Antonym
employee:person			IsA	IsA
person:group			IsA	Antonym
picture:movie			IsA	Antonym
boat:sail			IsA	HasA
company:place			IsA	IsA
garden:lawn			IsA	HasA
figure:text			IsA	PartOf
nature:city			IsA	Antonym
fact:information			IsA	IsA
energy:need			IsA	HasProperty
grass:water			IsA	Antonym
control:test			IsA	IsA
culture:growth			IsA	IsA
dinner:party			IsA	IsA
day:light			IsA	HasProperty
city:place			IsA	IsA
book:knowledge			IsA	IsA
parent:family			IsA	PartOf
play:nothing			IsA	Antonym
person:individual			IsA	IsA
stage:screen			IsA	Antonym
hand:aid			IsA	IsA
music:sound			IsA	IsA
action:exercise			IsA	Synonym
continent:country			IsA	MadeOf
head:leader			IsA	Synonym
life:experience			IsA	Synonym
home:vacation			IsA	Antonym
record:play			IsA	Antonym
market:business			IsA	IsA
world:material			IsA	MadeOf
school:university			IsA	Synonym
act:art			IsA	IsA
dance:fun			IsA	HasProperty
door:wood			IsA	MadeOf
part:whole			IsA	PartOf
female:male			IsA	Antonym
show:program			IsA	Synonym
beach:shore			IsA	PartOf
world:experience			IsA	IsA
order:law			IsA	Synonym
movie:show			IsA	IsA
water:place			IsA	IsA
matter:stuff			IsA	Synonym
boot:shoe			IsA	IsA
animal:body			IsA	HasA
bike:motorcycle			IsA	Synonym
growth:film			IsA	IsA
market:place			IsA	IsA
home:out			IsA	Antonym
race:fun			IsA	HasProperty
sand:stone			Antonym	Antonym
pride:satisfaction			IsA	IsA
drive:stop			IsA	Antonym
earth:sea			IsA	Antonym
nation:state			IsA	Synonym
article:news			IsA	HasA
question:statement			IsA	Antonym
music:contemporary			IsA	HasProperty
long:time			IsA	Synonym
house:window			IsA	HasA
girl:fun			IsA	HasA
liberty:freedom			IsA	IsA
job:work			IsA	IsA
jack:flag			IsA	IsA
home:school			IsA	Antonym
football:fun			IsA	HasProperty
collar:neck			IsA	PartOf
earth:universe			IsA	PartOf
sport:athlete			IsA	IsA
spouse:marriage			IsA	MemberOf
 Test Accuracy :28.913963328631876
 Epoch :1, 	Average cost:3.1873840321315807

 Dev Accuracy : 38.559322033898304
 Average Dev Cost : 
 1.8192
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
university:place			IsA	IsA
state:city			IsA	HasA
house:audience			IsA	IsA
earth:soil			Antonym	Synonym
envelope:letter			IsA	HasA
door:car			Antonym	PartOf
floor:carpet			Antonym	HasProperty
center:place			IsA	IsA
basketball:sport			IsA	IsA
nature:industry			IsA	Antonym
land:soil			IsA	Synonym
point:knife			IsA	PartOf
organ:instrument			IsA	IsA
leader:follower			IsA	HasA
tongue:mouth			Antonym	PartOf
john:man			IsA	Synonym
air:weight			IsA	HasA
food:eat			IsA	Synonym
house:black			IsA	HasProperty
pool:group			IsA	IsA
village:country			IsA	PartOf
star:galaxy			IsA	MemberOf
ring:gold			Antonym	MadeOf
lease:rent			IsA	Synonym
cover:book			IsA	PartOf
mind:heart			Antonym	Antonym
ride:park			IsA	Antonym
time:newspaper			IsA	IsA
order:peace			IsA	Synonym
eye:lens			Antonym	HasA
play:use			IsA	IsA
leg:body			Antonym	PartOf
atmosphere:air			Antonym	IsA
bias:prejudice			IsA	IsA
america:world			IsA	PartOf
drug:medicine			IsA	Synonym
population:person			IsA	IsA
music:talk			IsA	Antonym
galaxy:universe			IsA	PartOf
church:temple			IsA	Antonym
organization:order			IsA	Synonym
cloud:sky			Antonym	PartOf
hop:jump			Antonym	Antonym
set:place			IsA	IsA
fire:fireplace			Antonym	IsA
language:phrase			IsA	Synonym
lot:crowd			IsA	Synonym
column:table			IsA	PartOf
black:white			Antonym	Antonym
faith:confidence			IsA	Synonym
ship:vessel			IsA	IsA
day:morning			IsA	Antonym
bottle:glass			Antonym	MadeOf
lady:man			IsA	Antonym
gold:value			IsA	HasA
castle:place			IsA	IsA
toilet:bathroom			Antonym	Synonym
dinner:meal			IsA	IsA
begin:end			Antonym	Antonym
oxygen:atmosphere			IsA	PartOf
mountain:land			Antonym	MadeOf
sea:blue			IsA	HasProperty
face:body			Antonym	PartOf
church:altar			IsA	HasA
change:money			IsA	IsA
head:hammer			IsA	PartOf
city:state			IsA	Antonym
person:skin			Antonym	HasA
pitch:play			IsA	IsA
river:stream			Antonym	Antonym
comfort:support			Antonym	IsA
body:human			IsA	PartOf
group:band			IsA	Synonym
act:action			IsA	Synonym
trouble:life			IsA	PartOf
nucleus:cell			IsA	PartOf
dance:art			IsA	IsA
bedroom:bathroom			IsA	Antonym
art:creation			IsA	IsA
everyone:value			IsA	HasA
farm:town			IsA	Antonym
bread:flour			Antonym	MadeOf
word:letter			IsA	MadeOf
sheet:page			IsA	Synonym
galaxy:universe			IsA	MemberOf
car:seat			Antonym	HasA
child:fun			IsA	HasA
earth:gravity			IsA	HasA
pleasure:happiness			IsA	Synonym
field:forest			Antonym	Antonym
tool:metal			Antonym	MadeOf
night:dark			Antonym	HasProperty
leaf:tree			IsA	PartOf
board:surface			IsA	IsA
party:work			IsA	Antonym
cookie:text			IsA	IsA
peace:order			IsA	IsA
vision:dream			IsA	Synonym
drive:ride			Antonym	Synonym
story:interest			IsA	HasProperty
pupil:student			IsA	Synonym
gold:silver			Antonym	Antonym
dress:coat			Antonym	Synonym
house:tv			IsA	HasA
answer:question			IsA	Antonym
argument:conclusion			IsA	PartOf
organism:disease			IsA	HasA
body:organ			IsA	HasA
person:social			IsA	HasProperty
sea:water			Antonym	MadeOf
edge:sword			IsA	PartOf
second:minute			IsA	PartOf
blue:white			Antonym	Antonym
crop:plant			IsA	IsA
japan:pacific			IsA	PartOf
war:violence			IsA	IsA
man:wife			IsA	Antonym
book:interest			IsA	HasProperty
room:door			Antonym	HasA
scene:movie			IsA	PartOf
father:parent			IsA	IsA
language:communication			IsA	IsA
floor:hallway			Antonym	PartOf
study:school			IsA	IsA
star:constellation			IsA	MemberOf
feature:article			IsA	Synonym
note:scale			IsA	MemberOf
america:country			IsA	IsA
horse:foot			Antonym	HasA
travel:fun			IsA	HasProperty
butter:milk			Antonym	MadeOf
baby:family			IsA	PartOf
sound:nothing			Antonym	Antonym
stone:high			IsA	Synonym
sun:company			IsA	IsA
shop:store			IsA	Synonym
house:wood			Antonym	MadeOf
beam:light			Antonym	IsA
movement:change			IsA	IsA
table:plate			Antonym	Antonym
action:work			IsA	IsA
act:drama			IsA	IsA
share:stock			IsA	Synonym
salt:vinegar			Antonym	Antonym
knowledge:freedom			IsA	IsA
china:country			IsA	IsA
cover:report			IsA	Synonym
fun:life			IsA	PartOf
i:answer			IsA	HasA
rain:water			Antonym	IsA
confidence:fear			IsA	Antonym
house:stone			Antonym	MadeOf
story:truth			IsA	Antonym
child:fun			IsA	HasProperty
spine:body			Antonym	PartOf
pain:life			Antonym	PartOf
part:hair			IsA	PartOf
article:document			IsA	PartOf
data:bit			IsA	MadeOf
science:magic			IsA	Antonym
buy:sell			IsA	Antonym
forest:nature			IsA	PartOf
factory:place			IsA	IsA
family:business			IsA	IsA
car:roof			Antonym	HasA
meat:vegetable			Antonym	Antonym
one:song			IsA	IsA
master:person			IsA	IsA
glass:sand			Antonym	MadeOf
memory:experience			IsA	MadeOf
crime:book			IsA	IsA
gas:oil			Antonym	Antonym
gun:war			IsA	PartOf
window:house			Antonym	PartOf
word:dictionary			IsA	PartOf
performance:show			IsA	IsA
stand:support			IsA	Synonym
plan:idea			IsA	IsA
agreement:contract			IsA	Synonym
date:point			IsA	IsA
board:table			IsA	Synonym
set:member			IsA	MadeOf
city:crowd			IsA	HasProperty
air:water			Antonym	Antonym
letter:text			IsA	IsA
light:white			Antonym	Synonym
color:blue			Antonym	HasProperty
music:information			IsA	HasA
earth:moon			Antonym	HasA
air:atmosphere			IsA	Synonym
cup:plate			Antonym	Antonym
hand:finger			Antonym	Antonym
top:cover			IsA	IsA
adventure:game			IsA	IsA
spirit:light			Antonym	HasProperty
pleasure:joy			Antonym	Synonym
puppy:dog			IsA	IsA
mouse:computer			IsA	PartOf
mind:person			IsA	PartOf
practice:theory			IsA	Antonym
land:ocean			Antonym	Antonym
paper:article			IsA	IsA
will:purpose			IsA	IsA
back:main			IsA	Antonym
action:performance			IsA	Synonym
base:top			Antonym	Antonym
father:priest			IsA	Synonym
side:edge			Antonym	Synonym
touch:sight			Antonym	Antonym
bone:tissue			Antonym	Antonym
arch:bridge			IsA	PartOf
age:life			IsA	PartOf
garden:place			IsA	IsA
america:democracy			IsA	IsA
experience:education			IsA	IsA
meat:animal			IsA	MadeOf
forest:land			Antonym	IsA
parent:family			IsA	MemberOf
sugar:juice			Antonym	PartOf
side:back			Antonym	Antonym
game:action			IsA	IsA
violence:action			IsA	IsA
net:goal			IsA	IsA
water:wood			Antonym	Antonym
china:asia			IsA	PartOf
fear:love			Antonym	Antonym
purpose:object			IsA	Synonym
act:performance			IsA	PartOf
glass:orange			Antonym	HasProperty
child:boy			IsA	Synonym
board:committee			IsA	Synonym
minister:government			IsA	PartOf
rise:change			IsA	IsA
foot:toe			Antonym	Antonym
shop:buy			IsA	Entails
