

Training : at 	1527604037.670242
 Epoch :0, 	Average cost:2.498381671152617

 Dev Accuracy : 42.0
 Average Dev Cost : 
 1.6228
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
bed:mattress			coord	mero
bowl:food			coord	mero
box:home			mero	random-n
swan:goose			coord	coord
phone:television			coord	coord
table:cloth			coord	mero
mackerel:tuna			coord	coord
box:cardboard			coord	mero
fridge:washer			coord	coord
car:transport			coord	hyper
ambulance:call			mero	event
castle:building			coord	hyper
hotel:lobby			coord	mero
rifle:fire			coord	event
cat:rabbit			coord	coord
piano:trumpet			coord	coord
oak:elm			coord	coord
train:work			mero	event
dove:pigeon			coord	coord
dishwasher:washer			coord	coord
hospital:maternity			coord	mero
car:interior			coord	mero
helicopter:aircraft			coord	hyper
pub:inn			coord	coord
lion:bear			coord	coord
train:carriage			mero	mero
car:centre			coord	random-v
jacket:collar			coord	mero
pig:sheep			coord	coord
library:open			coord	event
carrot:celery			coord	coord
apple:pear			coord	coord
mug:tea			coord	mero
table:wood			coord	mero
car:photo			coord	random-n
restaurant:bar			coord	coord
onion:parsley			coord	coord
box:key			coord	mero
pub:old			coord	attri
bag:plastic			coord	mero
clarinet:guitar			coord	coord
hospital:ward			coord	mero
cello:piano			coord	coord
oven:water			coord	random-n
car:truck			coord	coord
box:basket			coord	coord
hospital:clinic			coord	coord
hotel:bed			coord	mero
knife:steel			coord	mero
cat:tail			coord	mero
horse:head			coord	mero
guitar:sound			coord	event
hotel:person			coord	mero
restaurant:inn			coord	coord
train:transport			coord	hyper
phone:answer			coord	event
dress:trousers			coord	coord
piano:bass			coord	coord
train:new			coord	attri
radio:music			coord	mero
box:object			coord	hyper
car:race			mero	event
freezer:fridge			coord	coord
coat:collar			coord	mero
car:south			coord	random-j
train:ferry			coord	coord
hotel:door			mero	mero
fighter:aircraft			coord	hyper
restaurant:lounge			coord	mero
castle:information			coord	random-n
villa:accommodation			coord	hyper
dishwasher:oven			coord	coord
hotel:hospital			coord	coord
whale:dolphin			coord	coord
coat:fur			coord	mero
onion:fry			coord	event
van:vehicle			coord	hyper
car:window			mero	mero
cottage:old			coord	attri
dress:coat			coord	coord
chair:summary			coord	random-n
chair:back			mero	mero
cathedral:visit			coord	event
flute:trumpet			coord	coord
television:sound			coord	event
piano:flute			coord	coord
bowl:mix			coord	event
cat:claw			coord	mero
horse:foot			coord	mero
freezer:toaster			coord	coord
villa:home			coord	hyper
cello:guitar			coord	coord
bowl:rice			coord	mero
television:equipment			coord	hyper
box:edge			mero	mero
saxophone:guitar			coord	coord
washer:freezer			coord	coord
motorcycle:car			coord	coord
cottage:kitchen			coord	mero
carp:barbel			coord	mero
library:visit			mero	event
bag:top			coord	random-v
pig:head			coord	mero
library:cathedral			coord	coord
chair:seat			coord	mero
stove:gas			coord	mero
bull:eye			coord	mero
cottage:house			coord	hyper
stove:oven			coord	coord
bed:new			coord	attri
freezer:dishwasher			coord	coord
cannon:ball			coord	mero
car:door			coord	mero
castle:new			coord	attri
stove:wood			coord	mero
wardrobe:table			coord	coord
dress:skirt			coord	mero
cottage:day			mero	random-n
piano:organ			coord	coord
truck:trailer			coord	mero
knife:edge			coord	mero
herring:fish			coord	hyper
hospital:practice			coord	random-n
hotel:floor			mero	mero
trout:salmon			coord	coord
hospital:unit			coord	mero
eagle:falcon			coord	coord
library:person			coord	mero
car:bonnet			coord	mero
 Test Accuracy :37.54152823920266
 Epoch :1, 	Average cost:2.2439461444553577

 Dev Accuracy : 51.0
 Average Dev Cost : 
 1.4977
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
sword:dagger			coord	coord
jacket:back			mero	mero
horse:race			mero	event
elephant:rhino			coord	coord
castle:king			mero	mero
hospital:doctor			mero	mero
pub:bar			coord	mero
hotel:great			coord	random-j
onion:carrot			coord	coord
bag:leather			coord	mero
oven:gas			coord	mero
wardrobe:clothes			mero	mero
lettuce:cucumber			coord	coord
castle:home			coord	hyper
lemon:orange			coord	coord
horse:pig			coord	coord
library:work			mero	event
hotel:shop			coord	coord
guitar:saxophone			coord	coord
car:passenger			mero	mero
television:control			mero	mero
trout:fish			coord	event
clarinet:saxophone			coord	coord
goods:services			coord	random-n
cat:dog			coord	coord
elephant:trunk			mero	mero
birch:willow			coord	coord
table:cover			coord	event
violin:clarinet			coord	coord
cottage:castle			coord	coord
oven:cook			coord	event
car:fuel			mero	event
restaurant:chef			mero	mero
motorcycle:vehicle			coord	hyper
guitar:voice			coord	random-n
car:metal			mero	mero
car:light			mero	mero
chair:work			mero	event
bed:stay			coord	event
fridge:use			coord	event
hotel:desk			mero	mero
car:floor			mero	mero
hotel:manager			mero	mero
van:door			mero	mero
robin:thrush			coord	hyper
guitar:violin			coord	coord
car:call			mero	random-v
piano:saxophone			coord	coord
eagle:bird			coord	hyper
library:seminar			coord	random-n
bag:box			coord	coord
library:door			mero	mero
restaurant:drink			mero	event
villa:hotel			coord	coord
train:point			mero	random-n
guitar:mandolin			coord	coord
horse:neck			mero	mero
knife:weapon			coord	hyper
train:engine			mero	mero
chair:furniture			coord	hyper
herring:mackerel			coord	coord
villa:floor			mero	mero
wardrobe:bed			coord	coord
train:coach			coord	mero
shirt:cotton			coord	mero
hospital:need			mero	random-v
mackerel:fish			coord	event
pub:work			mero	event
table:furniture			coord	hyper
fox:head			coord	mero
cottage:owner			mero	mero
box:colour			mero	mero
cello:clarinet			coord	coord
car:work			mero	event
phone:button			mero	mero
library:old			coord	attri
garlic:cook			coord	event
library:site			mero	hyper
cottage:door			mero	mero
salmon:herring			coord	coord
hat:coat			coord	coord
castle:house			coord	hyper
radio:research			coord	random-v
bottle:glass			coord	mero
stereo:music			coord	mero
apple:juice			coord	mero
stove:fridge			coord	coord
elephant:giraffe			coord	coord
sofa:chair			coord	coord
carp:fish			coord	hyper
cottage:luxury			mero	attri
van:car			coord	coord
table:name			mero	random-v
library:political			coord	random-j
library:institution			mero	hyper
library:state			mero	random-n
shirt:socks			coord	coord
carrot:onion			coord	coord
bowl:milk			coord	mero
pigeon:dove			coord	coord
trumpet:piano			coord	coord
ferry:bus			coord	coord
dress:silk			coord	mero
shirt:jacket			coord	coord
bottle:milk			coord	mero
desk:study			coord	event
bed:chair			coord	coord
van:driver			mero	mero
salmon:tuna			coord	coord
train:travel			coord	event
clarinet:flute			coord	coord
cottage:floor			mero	mero
oven:bake			coord	event
restaurant:pub			coord	coord
hotel:run			coord	event
hotel:pool			mero	mero
car:cost			mero	event
freezer:food			coord	mero
car:ride			mero	event
television:cable			coord	mero
hotel:wine			mero	random-n
cat:fur			coord	mero
cottage:home			mero	hyper
tuna:salmon			coord	coord
pine:oak			coord	coord
castle:accommodation			mero	hyper
violin:cello			coord	coord
hotel:inn			coord	coord
train:rail			mero	mero
bull:director			coord	random-n
hospital:new			coord	attri
guitar:cello			coord	coord
goat:sheep			coord	coord
hospital:risk			mero	random-n
cottage:bathroom			coord	mero
piano:guitar			coord	coord
hotel:accommodation			mero	hyper
hawk:owl			coord	coord
gun:fire			coord	event
gun:barrel			mero	mero
car:ferry			coord	coord
table:support			mero	event
bus:board			mero	event
library:book			mero	mero
gun:knife			coord	coord
knife:spoon			coord	coord
cottage:garage			mero	mero
guitar:banjo			coord	coord
onion:celery			coord	coord
radio:phone			coord	coord
trumpet:horn			coord	coord
cathedral:church			coord	hyper
hotel:stone			mero	mero
hospital:campaign			mero	random-n
phone:dial			coord	mero
hospital:school			coord	coord
hotel:century			mero	random-n
hammer:nail			coord	event
hospital:district			coord	random-n
car:use			mero	event
hospital:person			mero	mero
car:diesel			mero	mero
box:square			coord	attri
hotel:cottage			coord	coord
library:room			coord	mero
pub:new			mero	attri
sheep:farm			coord	event
truck:car			coord	coord
bag:paper			coord	mero
train:stop			mero	event
bottle:wine			coord	mero
pear:apple			coord	coord
bed:mattress			coord	mero
bowl:food			coord	mero
box:home			mero	random-n
swan:goose			coord	coord
phone:television			coord	coord
table:cloth			coord	mero
mackerel:tuna			coord	coord
box:cardboard			coord	mero
fridge:washer			coord	coord
car:transport			mero	hyper
ambulance:call			mero	event
castle:building			mero	hyper
hotel:lobby			mero	mero
rifle:fire			coord	event
cat:rabbit			coord	coord
piano:trumpet			coord	coord
oak:elm			coord	coord
train:work			mero	event
dove:pigeon			coord	coord
dishwasher:washer			coord	coord
hospital:maternity			mero	mero
car:interior			mero	mero
helicopter:aircraft			coord	hyper
pub:inn			coord	coord
lion:bear			coord	coord
train:carriage			mero	mero
car:centre			mero	random-v
jacket:collar			coord	mero
pig:sheep			coord	coord
library:open			mero	event
carrot:celery			coord	coord
apple:pear			coord	coord
mug:tea			coord	mero
table:wood			coord	mero
car:photo			mero	random-n
restaurant:bar			coord	coord
onion:parsley			coord	coord
box:key			mero	mero
pub:old			mero	attri
bag:plastic			coord	mero
clarinet:guitar			coord	coord
hospital:ward			mero	mero
cello:piano			coord	coord
oven:water			coord	random-n
car:truck			coord	coord
box:basket			coord	coord
hospital:clinic			coord	coord
hotel:bed			coord	mero
knife:steel			coord	mero
cat:tail			mero	mero
horse:head			mero	mero
guitar:sound			coord	event
hotel:person			mero	mero
restaurant:inn			coord	coord
train:transport			mero	hyper
phone:answer			coord	event
dress:trousers			coord	coord
piano:bass			coord	coord
train:new			mero	attri
radio:music			coord	mero
box:object			mero	hyper
car:race			mero	event
freezer:fridge			coord	coord
coat:collar			coord	mero
car:south			mero	random-j
train:ferry			coord	coord
hotel:door			mero	mero
fighter:aircraft			coord	hyper
restaurant:lounge			coord	mero
castle:information			coord	random-n
villa:accommodation			coord	hyper
dishwasher:oven			coord	coord
hotel:hospital			mero	coord
whale:dolphin			coord	coord
coat:fur			coord	mero
onion:fry			coord	event
van:vehicle			mero	hyper
car:window			mero	mero
cottage:old			coord	attri
dress:coat			coord	coord
chair:summary			coord	random-n
chair:back			mero	mero
cathedral:visit			mero	event
flute:trumpet			coord	coord
television:sound			coord	event
piano:flute			coord	coord
bowl:mix			coord	event
cat:claw			mero	mero
horse:foot			coord	mero
freezer:toaster			coord	coord
villa:home			mero	hyper
cello:guitar			coord	coord
bowl:rice			coord	mero
television:equipment			coord	hyper
box:edge			mero	mero
saxophone:guitar			coord	coord
washer:freezer			coord	coord
motorcycle:car			coord	coord
cottage:kitchen			mero	mero
carp:barbel			coord	mero
library:visit			mero	event
bag:top			coord	random-v
pig:head			mero	mero
library:cathedral			mero	coord
chair:seat			mero	mero
stove:gas			coord	mero
bull:eye			mero	mero
cottage:house			coord	hyper
stove:oven			coord	coord
bed:new			coord	attri
freezer:dishwasher			coord	coord
cannon:ball			coord	mero
car:door			mero	mero
castle:new			coord	attri
stove:wood			coord	mero
wardrobe:table			coord	coord
dress:skirt			coord	mero
cottage:day			mero	random-n
piano:organ			coord	coord
truck:trailer			coord	mero
knife:edge			mero	mero
herring:fish			coord	hyper
hospital:practice			mero	random-n
hotel:floor			mero	mero
trout:salmon			coord	coord
hospital:unit			mero	mero
eagle:falcon			coord	coord
library:person			mero	mero
car:bonnet			mero	mero
 Test Accuracy :51.162790697674424
 Epoch :2, 	Average cost:2.1464490608165137

 Dev Accuracy : 56.00000000000001
 Average Dev Cost : 
 1.4188
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
sword:dagger			coord	coord
jacket:back			mero	mero
horse:race			mero	event
elephant:rhino			coord	coord
castle:king			mero	mero
hospital:doctor			mero	mero
pub:bar			mero	mero
hotel:great			mero	random-j
onion:carrot			coord	coord
bag:leather			mero	mero
oven:gas			coord	mero
wardrobe:clothes			mero	mero
lettuce:cucumber			coord	coord
castle:home			mero	hyper
lemon:orange			coord	coord
horse:pig			coord	coord
library:work			mero	event
hotel:shop			coord	coord
guitar:saxophone			coord	coord
car:passenger			mero	mero
television:control			mero	mero
trout:fish			coord	event
clarinet:saxophone			coord	coord
goods:services			coord	random-n
cat:dog			coord	coord
elephant:trunk			mero	mero
birch:willow			coord	coord
table:cover			mero	event
violin:clarinet			coord	coord
cottage:castle			mero	coord
oven:cook			coord	event
car:fuel			mero	event
restaurant:chef			mero	mero
motorcycle:vehicle			coord	hyper
guitar:voice			coord	random-n
car:metal			mero	mero
car:light			mero	mero
chair:work			mero	event
bed:stay			mero	event
fridge:use			mero	event
hotel:desk			mero	mero
car:floor			mero	mero
hotel:manager			mero	mero
van:door			mero	mero
robin:thrush			coord	hyper
guitar:violin			coord	coord
car:call			mero	random-v
piano:saxophone			coord	coord
eagle:bird			mero	hyper
library:seminar			coord	random-n
bag:box			coord	coord
library:door			mero	mero
restaurant:drink			mero	event
villa:hotel			mero	coord
train:point			mero	random-n
guitar:mandolin			coord	coord
horse:neck			mero	mero
knife:weapon			coord	hyper
train:engine			mero	mero
chair:furniture			coord	hyper
herring:mackerel			coord	coord
villa:floor			mero	mero
wardrobe:bed			coord	coord
train:coach			coord	mero
shirt:cotton			coord	mero
hospital:need			mero	random-v
mackerel:fish			coord	event
pub:work			mero	event
table:furniture			coord	hyper
fox:head			coord	mero
cottage:owner			mero	mero
box:colour			mero	mero
cello:clarinet			coord	coord
car:work			mero	event
phone:button			mero	mero
library:old			mero	attri
garlic:cook			coord	event
library:site			mero	hyper
cottage:door			mero	mero
salmon:herring			coord	coord
hat:coat			coord	coord
castle:house			mero	hyper
radio:research			coord	random-v
bottle:glass			mero	mero
stereo:music			mero	mero
apple:juice			coord	mero
stove:fridge			coord	coord
elephant:giraffe			coord	coord
sofa:chair			coord	coord
carp:fish			coord	hyper
cottage:luxury			mero	attri
van:car			mero	coord
table:name			mero	random-v
library:political			mero	random-j
library:institution			mero	hyper
library:state			mero	random-n
shirt:socks			coord	coord
carrot:onion			coord	coord
bowl:milk			coord	mero
pigeon:dove			coord	coord
trumpet:piano			coord	coord
ferry:bus			coord	coord
dress:silk			coord	mero
shirt:jacket			coord	coord
bottle:milk			mero	mero
desk:study			coord	event
bed:chair			coord	coord
van:driver			mero	mero
salmon:tuna			coord	coord
train:travel			mero	event
clarinet:flute			coord	coord
cottage:floor			mero	mero
oven:bake			coord	event
restaurant:pub			coord	coord
hotel:run			mero	event
hotel:pool			mero	mero
car:cost			mero	event
freezer:food			coord	mero
car:ride			mero	event
television:cable			mero	mero
hotel:wine			mero	random-n
cat:fur			coord	mero
cottage:home			mero	hyper
tuna:salmon			coord	coord
pine:oak			coord	coord
castle:accommodation			mero	hyper
violin:cello			coord	coord
hotel:inn			coord	coord
train:rail			mero	mero
bull:director			coord	random-n
hospital:new			mero	attri
guitar:cello			coord	coord
goat:sheep			coord	coord
hospital:risk			mero	random-n
cottage:bathroom			mero	mero
piano:guitar			coord	coord
hotel:accommodation			mero	hyper
hawk:owl			coord	coord
gun:fire			mero	event
gun:barrel			mero	mero
car:ferry			mero	coord
table:support			mero	event
bus:board			mero	event
library:book			mero	mero
gun:knife			coord	coord
knife:spoon			coord	coord
cottage:garage			mero	mero
guitar:banjo			coord	coord
onion:celery			coord	coord
radio:phone			coord	coord
trumpet:horn			coord	coord
cathedral:church			mero	hyper
hotel:stone			mero	mero
hospital:campaign			mero	random-n
phone:dial			mero	mero
hospital:school			mero	coord
hotel:century			mero	random-n
hammer:nail			mero	event
hospital:district			mero	random-n
car:use			mero	event
hospital:person			mero	mero
car:diesel			mero	mero
box:square			mero	attri
hotel:cottage			mero	coord
library:room			coord	mero
pub:new			mero	attri
sheep:farm			coord	event
truck:car			mero	coord
bag:paper			mero	mero
train:stop			mero	event
bottle:wine			coord	mero
pear:apple			coord	coord
bed:mattress			mero	mero
bowl:food			mero	mero
box:home			mero	random-n
swan:goose			coord	coord
phone:television			coord	coord
table:cloth			mero	mero
mackerel:tuna			coord	coord
box:cardboard			mero	mero
fridge:washer			coord	coord
car:transport			mero	hyper
ambulance:call			mero	event
castle:building			mero	hyper
hotel:lobby			mero	mero
rifle:fire			coord	event
cat:rabbit			coord	coord
piano:trumpet			coord	coord
oak:elm			coord	coord
train:work			mero	event
dove:pigeon			coord	coord
dishwasher:washer			coord	coord
hospital:maternity			mero	mero
car:interior			mero	mero
helicopter:aircraft			coord	hyper
pub:inn			coord	coord
lion:bear			coord	coord
train:carriage			mero	mero
car:centre			mero	random-v
jacket:collar			coord	mero
pig:sheep			coord	coord
library:open			mero	event
carrot:celery			coord	coord
apple:pear			coord	coord
mug:tea			mero	mero
table:wood			mero	mero
car:photo			mero	random-n
restaurant:bar			coord	coord
onion:parsley			coord	coord
box:key			mero	mero
pub:old			mero	attri
bag:plastic			mero	mero
clarinet:guitar			coord	coord
hospital:ward			mero	mero
cello:piano			coord	coord
oven:water			coord	random-n
car:truck			coord	coord
box:basket			coord	coord
hospital:clinic			mero	coord
hotel:bed			mero	mero
knife:steel			coord	mero
cat:tail			mero	mero
horse:head			mero	mero
guitar:sound			coord	event
hotel:person			mero	mero
restaurant:inn			mero	coord
train:transport			mero	hyper
phone:answer			mero	event
dress:trousers			coord	coord
piano:bass			coord	coord
train:new			mero	attri
radio:music			coord	mero
box:object			mero	hyper
car:race			mero	event
freezer:fridge			coord	coord
coat:collar			coord	mero
car:south			mero	random-j
train:ferry			coord	coord
hotel:door			mero	mero
fighter:aircraft			coord	hyper
restaurant:lounge			coord	mero
castle:information			mero	random-n
villa:accommodation			mero	hyper
dishwasher:oven			coord	coord
hotel:hospital			mero	coord
whale:dolphin			coord	coord
coat:fur			coord	mero
onion:fry			coord	event
van:vehicle			mero	hyper
car:window			mero	mero
cottage:old			mero	attri
dress:coat			coord	coord
chair:summary			mero	random-n
chair:back			mero	mero
cathedral:visit			mero	event
flute:trumpet			coord	coord
television:sound			mero	event
piano:flute			coord	coord
bowl:mix			coord	event
cat:claw			mero	mero
horse:foot			coord	mero
freezer:toaster			coord	coord
villa:home			mero	hyper
cello:guitar			coord	coord
bowl:rice			coord	mero
television:equipment			coord	hyper
box:edge			mero	mero
saxophone:guitar			coord	coord
washer:freezer			coord	coord
motorcycle:car			mero	coord
cottage:kitchen			mero	mero
carp:barbel			coord	mero
library:visit			mero	event
bag:top			mero	random-v
pig:head			mero	mero
library:cathedral			mero	coord
chair:seat			mero	mero
stove:gas			mero	mero
bull:eye			mero	mero
cottage:house			mero	hyper
stove:oven			coord	coord
bed:new			coord	attri
freezer:dishwasher			coord	coord
cannon:ball			coord	mero
car:door			mero	mero
castle:new			mero	attri
stove:wood			mero	mero
wardrobe:table			coord	coord
dress:skirt			coord	mero
cottage:day			mero	random-n
piano:organ			coord	coord
truck:trailer			coord	mero
knife:edge			mero	mero
herring:fish			coord	hyper
hospital:practice			mero	random-n
hotel:floor			mero	mero
trout:salmon			coord	coord
hospital:unit			mero	mero
eagle:falcon			coord	coord
library:person			mero	mero
car:bonnet			mero	mero
 Test Accuracy :54.15282392026578
 Epoch :3, 	Average cost:2.066189812986474

 Dev Accuracy : 55.00000000000001
 Average Dev Cost : 
 1.3550
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
sword:dagger			coord	coord
jacket:back			mero	mero
horse:race			mero	event
elephant:rhino			coord	coord
castle:king			mero	mero
hospital:doctor			mero	mero
pub:bar			mero	mero
hotel:great			mero	random-j
onion:carrot			coord	coord
bag:leather			mero	mero
oven:gas			coord	mero
wardrobe:clothes			mero	mero
lettuce:cucumber			coord	coord
castle:home			mero	hyper
lemon:orange			coord	coord
horse:pig			coord	coord
library:work			mero	event
hotel:shop			coord	coord
guitar:saxophone			coord	coord
car:passenger			mero	mero
television:control			mero	mero
trout:fish			coord	event
clarinet:saxophone			coord	coord
goods:services			coord	random-n
cat:dog			coord	coord
elephant:trunk			mero	mero
birch:willow			coord	coord
table:cover			mero	event
violin:clarinet			coord	coord
cottage:castle			mero	coord
oven:cook			coord	event
car:fuel			mero	event
restaurant:chef			mero	mero
motorcycle:vehicle			coord	hyper
guitar:voice			coord	random-n
car:metal			mero	mero
car:light			mero	mero
chair:work			mero	event
bed:stay			mero	event
fridge:use			mero	event
hotel:desk			mero	mero
car:floor			mero	mero
hotel:manager			mero	mero
van:door			mero	mero
robin:thrush			coord	hyper
guitar:violin			coord	coord
car:call			mero	random-v
piano:saxophone			coord	coord
eagle:bird			mero	hyper
library:seminar			mero	random-n
bag:box			mero	coord
library:door			mero	mero
restaurant:drink			mero	event
villa:hotel			mero	coord
train:point			mero	random-n
guitar:mandolin			coord	coord
horse:neck			mero	mero
knife:weapon			mero	hyper
train:engine			mero	mero
chair:furniture			mero	hyper
herring:mackerel			coord	coord
villa:floor			mero	mero
wardrobe:bed			coord	coord
train:coach			coord	mero
shirt:cotton			coord	mero
hospital:need			mero	random-v
mackerel:fish			coord	event
pub:work			mero	event
table:furniture			coord	hyper
fox:head			coord	mero
cottage:owner			mero	mero
box:colour			mero	mero
cello:clarinet			coord	coord
car:work			mero	event
phone:button			mero	mero
library:old			mero	attri
garlic:cook			coord	event
library:site			mero	hyper
cottage:door			mero	mero
salmon:herring			coord	coord
hat:coat			coord	coord
castle:house			mero	hyper
radio:research			coord	random-v
bottle:glass			mero	mero
stereo:music			mero	mero
apple:juice			coord	mero
stove:fridge			coord	coord
elephant:giraffe			coord	coord
sofa:chair			coord	coord
carp:fish			coord	hyper
cottage:luxury			mero	attri
van:car			mero	coord
table:name			mero	random-v
library:political			mero	random-j
library:institution			mero	hyper
library:state			mero	random-n
shirt:socks			coord	coord
carrot:onion			coord	coord
bowl:milk			coord	mero
pigeon:dove			coord	coord
trumpet:piano			coord	coord
ferry:bus			coord	coord
dress:silk			mero	mero
shirt:jacket			coord	coord
bottle:milk			mero	mero
desk:study			mero	event
bed:chair			coord	coord
van:driver			mero	mero
salmon:tuna			coord	coord
train:travel			mero	event
clarinet:flute			coord	coord
cottage:floor			mero	mero
oven:bake			coord	event
restaurant:pub			coord	coord
hotel:run			mero	event
hotel:pool			mero	mero
car:cost			mero	event
freezer:food			mero	mero
car:ride			mero	event
television:cable			mero	mero
hotel:wine			mero	random-n
cat:fur			coord	mero
cottage:home			mero	hyper
tuna:salmon			coord	coord
pine:oak			coord	coord
castle:accommodation			mero	hyper
violin:cello			coord	coord
hotel:inn			mero	coord
train:rail			mero	mero
bull:director			coord	random-n
hospital:new			mero	attri
guitar:cello			coord	coord
goat:sheep			coord	coord
hospital:risk			mero	random-n
cottage:bathroom			mero	mero
piano:guitar			coord	coord
hotel:accommodation			mero	hyper
hawk:owl			coord	coord
gun:fire			mero	event
gun:barrel			mero	mero
car:ferry			mero	coord
table:support			mero	event
bus:board			mero	event
library:book			mero	mero
gun:knife			coord	coord
knife:spoon			coord	coord
cottage:garage			mero	mero
guitar:banjo			coord	coord
onion:celery			coord	coord
radio:phone			coord	coord
trumpet:horn			coord	coord
cathedral:church			mero	hyper
hotel:stone			mero	mero
hospital:campaign			mero	random-n
phone:dial			mero	mero
hospital:school			mero	coord
hotel:century			mero	random-n
hammer:nail			mero	event
hospital:district			mero	random-n
car:use			mero	event
hospital:person			mero	mero
car:diesel			mero	mero
box:square			mero	attri
hotel:cottage			mero	coord
library:room			coord	mero
pub:new			mero	attri
sheep:farm			coord	event
truck:car			mero	coord
bag:paper			mero	mero
train:stop			mero	event
bottle:wine			mero	mero
pear:apple			coord	coord
bed:mattress			mero	mero
bowl:food			mero	mero
